SGC23,40,25,47.98540,-86,54,50.38410,156.586,507295.056,4475487.891,156.586,0.014,0.009,0.003
SGC25,40,25,44.57850,-86,54,50.50965,156.258,507292.200,4475382.843,156.258,0.008,0.018,0.022
SGC28,40,25,23.11996,-86,54,46.84815,169.985,507379.124,4474721.299,169.985,0.000,0.004,0.007
SGC29,40,25,23.11055,-86,54,46.53811,169.995,507386.430,4474721.016,169.995,0.002,0.003,0.004
SGC30,40,25,23.07590,-86,54,44.98851,168.393,507422.946,4474719.984,168.393,0.003,0.007,0.010
SGC31,40,25,23.15972,-86,54,48.69692,168.402,507335.558,4474722.482,168.402,0.003,0.010,0.012
SGC32,40,25,17.45034,-86,54,44.27255,151.961,507439.989,4474546.548,151.961,0.011,0.002,0.002
SGC34,40,25,33.20832,-86,54,36.95682,153.693,507611.887,4475032.585,153.693,0.003,0.005,0.009
SGC36,40,26,11.27313,-86,55,5.01493,169.579,506949.664,4476205.592,169.579,0.011,0.023,0.013
SGC37,40,26,8.88154,-86,55,8.62257,170.365,506864.738,4476131.774,170.365,0.002,0.006,0.002
SGC38,40,26,4.32468,-86,55,1.60998,167.335,507030.083,4475991.426,167.335,0.013,0.012,0.011
SGC39,40,25,58.91560,-86,55,13.25357,158.539,506755.910,4475824.396,158.539,0.009,0.024,0.009
SGC40,40,26,2.16453,-86,55,12.09312,163.886,506783.160,4475924.595,163.886,0.015,0.001,0.028
SGC41,40,26,1.48462,-86,55,15.10546,171.684,506712.207,4475903.567,171.684,0.004,0.014,0.022
SGC42,40,26,1.55383,-86,55,14.70102,171.656,506721.734,4475905.710,171.656,0.006,0.000,0.010
SGC44,40,26,2.39322,-86,55,15.36887,171.679,506705.976,4475931.576,171.679,0.009,0.008,0.041
SGC45,40,26,3.27202,-86,55,14.45266,165.547,506727.538,4475958.692,165.547,0.026,0.012,0.011
SGC46,40,26,9.33248,-86,55,13.88298,178.161,506740.792,4476145.566,178.161,0.005,0.004,0.007
SGC48,40,26,8.49911,-86,55,15.12249,184.586,506711.612,4476119.844,184.586,0.018,0.029,0.026
SGC49,40,26,8.88069,-86,55,14.01490,184.604,506737.696,4476131.633,184.604,0.006,0.006,0.013
SGC50,40,26,9.16874,-86,55,14.18509,184.622,506733.679,4476140.511,184.622,0.005,0.002,0.012
SGC51,40,26,7.96378,-86,55,18.97240,178.031,506620.925,4476103.258,178.031,0.003,0.005,0.007
SGC52,40,26,2.86411,-86,55,22.41961,173.662,506539.847,4475945.948,173.662,0.007,0.024,0.046
SGC53,40,25,53.42193,-86,55,13.43106,155.801,506751.881,4475655.006,155.801,0.016,0.008,0.019
SGC54,40,25,50.84836,-86,55,10.39457,156.408,506823.496,4475575.720,156.408,0.002,0.004,0.004
SGC55,40,25,42.28716,-86,55,11.21435,156.361,506804.421,4475311.736,156.361,0.005,0.006,0.000
SGC56,40,26,4.48334,-86,55,30.93358,165.213,506339.214,4475995.702,165.213,0.004,0.005,0.002
SGC57,40,26,1.61000,-86,55,31.35541,173.170,506329.350,4475907.100,173.170,0.001,0.012,0.013
SGC59,40,26,1.77689,-86,55,36.83601,162.361,506200.221,4475912.137,162.361,0.000,0.004,0.013
SGC60,40,25,57.89210,-86,55,23.23254,172.533,506520.827,4475792.630,172.533,0.005,0.026,0.010
SGC62,40,25,53.84706,-86,55,30.01022,163.887,506361.246,4475667.772,163.887,0.005,0.015,0.013
SGC63,40,25,46.75157,-86,55,23.65729,155.119,506511.118,4475449.126,155.119,0.003,0.018,0.001
SGC64,40,25,52.16554,-86,55,20.53922,155.426,506584.439,4475616.119,155.426,0.010,0.002,0.000
SGC65,40,25,52.78058,-86,55,45.57170,159.177,505994.628,4475634.587,159.177,0.010,0.003,0.002
SGC66,40,25,45.14973,-86,55,26.67494,154.763,506440.060,4475399.675,154.763,0.001,0.019,0.017
SGC67,40,25,38.92644,-86,55,28.69833,155.246,506392.548,4475207.752,155.246,0.014,0.001,0.004
SGC68,40,25,33.37485,-86,55,20.65572,157.280,506582.203,4475036.745,157.280,0.020,0.021,0.034
SGC69,40,25,39.73082,-86,55,8.52707,156.205,506867.811,4475232.974,156.205,0.004,0.002,0.004
SGC70,40,25,32.59048,-86,55,34.93943,154.920,506245.655,4475012.272,154.920,0.019,0.026,0.003
SGC71,40,25,27.68610,-86,55,43.80961,154.888,506036.768,4474860.885,154.888,0.011,0.027,0.014
SGC72,40,25,35.09356,-86,55,44.51587,154.509,506019.942,4475089.265,154.509,0.018,0.008,0.009
SGC73,40,25,38.33882,-86,55,39.73579,154.574,506132.493,4475189.417,154.574,0.005,0.003,0.010
SGC76,40,25,31.06417,-86,55,27.75838,156.675,506414.903,4474965.355,156.675,0.018,0.069,0.043
SGC85,40,25,49.28711,-86,54,53.44554,181.587,507222.885,4475527.957,181.587,0.013,0.002,0.009
SGC86,40,25,49.20009,-86,54,53.35376,181.586,507225.050,4475525.276,181.586,0.004,0.000,0.005
SGC87,40,25,47.78427,-86,54,41.97948,172.054,507493.089,4475481.885,172.054,0.009,0.007,0.005
SGC88,40,25,47.21787,-86,54,39.70215,173.418,507546.764,4475464.475,173.418,0.008,0.006,0.018
SGC90,40,25,47.21765,-86,54,40.01289,173.442,507539.442,4475464.461,173.442,0.020,0.000,0.001
SGC91,40,25,47.23131,-86,54,42.33306,171.342,507484.775,4475464.827,171.342,0.010,0.001,0.005
SGC92,40,25,46.65779,-86,54,42.67861,172.056,507476.651,4475447.136,172.056,0.008,0.007,0.002
SGC96,40,25,22.74929,-86,54,49.24142,153.933,507322.740,4474709.815,153.933,0.006,0.005,0.019
SGC97,40,25,48.44210,-86,54,37.80633,155.371,507591.395,4475502.267,155.371,0.013,0.021,0.001
N01,40,25,51.40591,-86,54,58.25887,157.508,507109.414,4475593.177,157.508,0.000,0.001,0.007
